Entry	Gene names	Protein names	Annotation	Gene ontology (biological process)	Cross-reference (KEGG)	Cross-reference (Pfam)	EnsemblBacteria transcript	Cross-reference (BioCyc)
P39212	insN2 b4283 JW5771	Putative transposase InsN for insertion sequence element IS911B	2 out of 5	transposition, DNA-mediated [GO:0006313]	ecj:JW5771;	PF01527;	BAE78275;	ECOL316407:JW5771-MONOMER;
U3PVA8	iroK b4706	Protein IroK (3-hydroxypropionic acid resistance peptide)	2 out of 5		eco:b4706;		AGW80435;	EcoCyc:MONOMER0-4224;
A8DYP9	uof b4637	fur leader peptide	2 out of 5	regulation of translation [GO:0006417]	eco:b4637;		ABV59574;	EcoCyc:MONOMER0-2801;
P11072	lit b1139 JW1125	Cell death peptidase (Bacteriophage T4 late gene expression-blocking protein) (GpLit)	3 out of 5	regulation of translational elongation [GO:0006448]	ecj:JW1125;eco:b1139;	PF10463;	AAC74223;BAA35968;	EcoCyc:EG10535-MONOMER;ECOL316407:JW1125-MONOMER;
P0A9H3	cadA ldcI b4131 JW4092	Inducible lysine decarboxylase (LDCI) (EC 4.1.1.18)	5 out of 5	lysine catabolic process [GO:0006554]	ecj:JW4092;eco:b4131;	PF01276;PF03711;PF03709;	AAC77092;BAE78134;	EcoCyc:LYSDECARBOX-MONOMER;ECOL316407:JW4092-MONOMER;MetaCyc:LYSDECARBOX-MONOMER;
P0ADV9	lptC yrbK b3199 JW3166	Lipopolysaccharide export system protein LptC	5 out of 5	Gram-negative-bacterium-type cell outer membrane assembly [GO:0043165]; lipopolysaccharide transport [GO:0015920]	ecj:JW3166;eco:b3199;	PF06835;	AAC76231;BAE77243;	EcoCyc:G7664-MONOMER;ECOL316407:JW3166-MONOMER;MetaCyc:G7664-MONOMER;
P75867	ycbZ b0955 JW0938	Putative Lon protease homolog (EC 3.4.21.-) (ATP-dependent protease La homolog)	2 out of 5	protein catabolic process [GO:0030163]	ecj:JW0938;eco:b0955;	PF13654;PF05362;	AAC74041;BAA35713;	EcoCyc:G6493-MONOMER;ECOL316407:JW0938-MONOMER;
P0A8U6	metJ b3938 JW3909	Met repressor (Met regulon regulatory protein MetJ)	4 out of 5	methionine biosynthetic process [GO:0009086]; negative regulation of transcription, DNA-templated [GO:0045892]	ecj:JW3909;eco:b3938;	PF01340;	AAC76920;BAE77372;	EcoCyc:PD04032;ECOL316407:JW3909-MONOMER;
P0C066	mltC yggZ b2963 JW5481	Membrane-bound lytic murein transglycosylase C (EC 4.2.2.n1) (Murein lyase C)	4 out of 5	cellular response to oxidative stress [GO:0034599]; cell wall macromolecule catabolic process [GO:0016998]; cell wall organization [GO:0071555]; peptidoglycan catabolic process [GO:0009253]	ecj:JW5481;eco:b2963;	PF11873;PF01464;	AAC76000;BAE77026;	EcoCyc:G7533-MONOMER;ECOL316407:JW5481-MONOMER;MetaCyc:G7533-MONOMER;
P76270	msrC yebR b1832 JW1821	Free methionine-R-sulfoxide reductase (fRMsr) (EC 1.8.4.14)	3 out of 5		ecj:JW1821;eco:b1832;	PF13185;	AAC74902;BAA15640;	EcoCyc:G7005-MONOMER;ECOL316407:JW1821-MONOMER;MetaCyc:G7005-MONOMER;
P33236	mokC gefL b0018 JW5879	Regulatory protein MokC	2 out of 5		ecj:JW5879;eco:b0018;	PF01848;	AAC73129;BAB96591;	EcoCyc:EG10373-MONOMER;ECOL316407:JW5879-MONOMER;
P17952	murC b0091 JW0089	UDP-N-acetylmuramate--L-alanine ligase (EC 6.3.2.8) (UDP-N-acetylmuramoyl-L-alanine synthetase)	5 out of 5	cell cycle [GO:0007049]; cell division [GO:0051301]; cell wall organization [GO:0071555]; peptidoglycan biosynthetic process [GO:0009252]; regulation of cell shape [GO:0008360]	ecj:JW0089;eco:b0091;	PF01225;PF02875;PF08245;	AAC73202;BAB96659;	EcoCyc:UDP-NACMUR-ALA-LIG-MONOMER;ECOL316407:JW0089-MONOMER;MetaCyc:UDP-NACMUR-ALA-LIG-MONOMER;
P37596	norW flrR ygbD b2711 JW2681	Nitric oxide reductase FlRd-NAD(+) reductase (EC 1.18.1.-) (Flavorubredoxin reductase) (FlRd-reductase) (FlavoRb reductase)	4 out of 5	cellular response to nitric oxide [GO:0071732]; nitric oxide catabolic process [GO:0046210]	ecj:JW2681;eco:b2711;	PF07992;PF18113;	AAC75753;BAE76788;	EcoCyc:EG12450-MONOMER;ECOL316407:JW2681-MONOMER;
P0A9N8	nrdG yjgE b4237 JW4196	Anaerobic ribonucleoside-triphosphate reductase-activating protein (EC 1.97.1.-) (Class III anaerobic ribonucleotide reductase small component)	5 out of 5	nucleobase-containing small molecule interconversion [GO:0015949]	ecj:JW4196;eco:b4237;		AAC77194;BAE78236;	EcoCyc:RNTRACTIV-MONOMER;ECOL316407:JW4196-MONOMER;MetaCyc:RNTRACTIV-MONOMER;
P0A9I8	nirD b3366 JW3329	Nitrite reductase (NADH) small subunit (EC 1.7.1.15)	4 out of 5	anaerobic respiration [GO:0009061]; nitrate assimilation [GO:0042128]	ecj:JW3329;eco:b3366;	PF13806;	AAC76391;BAE77924;	EcoCyc:NIRD-MONOMER;ECOL316407:JW3329-MONOMER;MetaCyc:NIRD-MONOMER;
P31600	nfrA b0568 JW0557	Bacteriophage adsorption protein A (Bacteriophage N4 adsorption protein A)	3 out of 5		ecj:JW0557;eco:b0568;	PF13283;	AAC73669;BAA35202;	EcoCyc:EG11740-MONOMER;ECOL316407:JW0557-MONOMER;
P0ADH5	fimB b4312 JW4275	Type 1 fimbriae regulatory protein FimB	3 out of 5	cellular response to DNA damage stimulus [GO:0006974]; DNA integration [GO:0015074]; DNA recombination [GO:0006310]	ecj:JW4275;eco:b4312;	PF00589;	AAC77268;BAE78305;	EcoCyc:EG10309-MONOMER;ECOL316407:JW4275-MONOMER;
P23876	fepD b0590 JW0582	Ferric enterobactin transport system permease protein FepD	3 out of 5	ferric-enterobactin import into cell [GO:0015685]; siderophore-dependent iron import into cell [GO:0033214]	ecj:JW0582;eco:b0590;	PF01032;	AAC73691;BAE76345;	EcoCyc:FEPD-MONOMER;ECOL316407:JW0582-MONOMER;MetaCyc:FEPD-MONOMER;
P0AEM6	fliA flaD rpoF b1922 JW1907	RNA polymerase sigma factor FliA (RNA polymerase sigma factor for flagellar operon) (Sigma F) (Sigma-27) (Sigma-28)	5 out of 5	regulation of transcription, DNA-templated [GO:0006355]; transcription initiation from bacterial-type RNA polymerase promoter [GO:0001123]	ecj:JW1907;eco:b1922;	PF04542;PF04539;PF04545;	AAC74989;BAA15742;	EcoCyc:EG11355-MONOMER;ECOL316407:JW1907-MONOMER;MetaCyc:EG11355-MONOMER;
P0AEP1	galP b2943 JW2910	Galactose-proton symporter (Galactose transporter)	3 out of 5	galactose transmembrane transport [GO:0015757]; glucose import [GO:0046323]	ecj:JW2910;eco:b2943;	PF00083;	AAC75980;BAE77006;	EcoCyc:GALP-MONOMER;ECOL316407:JW2910-MONOMER;MetaCyc:GALP-MONOMER;
P05523	mutM fpg b3635 JW3610	Formamidopyrimidine-DNA glycosylase (Fapy-DNA glycosylase) (EC 3.2.2.23) (DNA-(apurinic or apyrimidinic site) lyase MutM) (AP lyase MutM) (EC 4.2.99.18)	5 out of 5	base-excision repair [GO:0006284]; base-excision repair, AP site formation [GO:0006285]; cellular response to DNA damage stimulus [GO:0006974]; nucleotide-excision repair [GO:0006289]	ecj:JW3610;eco:b3635;	PF01149;PF06831;PF06827;	AAC76659;BAE77657;	EcoCyc:EG10329-MONOMER;ECOL316407:JW3610-MONOMER;MetaCyc:EG10329-MONOMER;
P45539	frlA yhfM b3370 JW3333	Probable fructoselysine/psicoselysine transporter FrlA	3 out of 5	fructoselysine catabolic process [GO:1901281]	ecj:JW3333;eco:b3370;	PF13520;	AAC76395;BAE77920;	EcoCyc:YHFM-MONOMER;ECOL316407:JW3333-MONOMER;MetaCyc:YHFM-MONOMER;
P45756	gspA yheD b3323 JW3285	Putative general secretion pathway protein A	3 out of 5		ecj:JW3285;eco:b3323;	PF13401;PF01471;	AAC76348;BAE77968;	EcoCyc:G7701-MONOMER;ECOL316407:JW3285-MONOMER;
P69441	adk dnaW plsA b0474 JW0463	Adenylate kinase (AK) (EC 2.7.4.3) (ATP-AMP transphosphorylase) (ATP:AMP phosphotransferase) (Adenylate monophosphate kinase)	5 out of 5	ADP biosynthetic process [GO:0006172]; AMP salvage [GO:0044209]; nucleoside diphosphate metabolic process [GO:0009132]; nucleoside monophosphate metabolic process [GO:0009123]; purine nucleotide metabolic process [GO:0006163]; purine ribonucleotide interconversion [GO:0015951]	ecj:JW0463;eco:b0474;	PF05191;	AAC73576;BAE76253;	EcoCyc:ADENYL-KIN-MONOMER;ECOL316407:JW0463-MONOMER;MetaCyc:ADENYL-KIN-MONOMER;
P0C0L9	iscX yfhJ b2524 JW2508	Protein IscX	4 out of 5	iron-sulfur cluster assembly [GO:0016226]	ecj:JW2508;eco:b2524;	PF04384;	AAC75577;BAA16414;	EcoCyc:EG12311-MONOMER;ECOL316407:JW2508-MONOMER;
P76323	intG b1936	Putative protein IntG (Putative lambdoid prophage defective integrase)	2 out of 5	DNA integration [GO:0015074]; DNA recombination [GO:0006310]; establishment of integrated proviral latency [GO:0075713]; viral entry into host cell [GO:0046718]; viral genome integration into host DNA [GO:0044826]				
P0A715	kdsA b1215 JW1206	2-dehydro-3-deoxyphosphooctonate aldolase (EC 2.5.1.55) (3-deoxy-D-manno-octulosonic acid 8-phosphate synthase) (KDO-8-phosphate synthase) (KDO 8-P synthase) (KDOPS) (Phospho-2-dehydro-3-deoxyoctonate aldolase)	5 out of 5	keto-3-deoxy-D-manno-octulosonic acid biosynthetic process [GO:0019294]; protein homotetramerization [GO:0051289]	ecj:JW1206;eco:b1215;	PF00793;	AAC74299;BAA36073;	EcoCyc:KDO-8PSYNTH-MONOMER;ECOL316407:JW1206-MONOMER;MetaCyc:KDO-8PSYNTH-MONOMER;
P03961	kdpC b0696 JW0684	Potassium-transporting ATPase KdpC subunit (ATP phosphohydrolase [potassium-transporting] C chain) (Potassium-binding and translocating subunit C) (Potassium-translocating ATPase C chain)	5 out of 5	cation transmembrane transport [GO:0098655]; potassium ion transmembrane transport [GO:0071805]	ecj:JW0684;eco:b0696;	PF02669;	AAC73790;BAA35353;	EcoCyc:EG10515-MONOMER;ECOL316407:JW0684-MONOMER;MetaCyc:EG10515-MONOMER;
P21645	lpxD firA omsA b0179 JW0174	UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase (UDP-3-O-(3-OHC14)-GlcN N-acyltransferase) (EC 2.3.1.191) (Protein FirA) (Rifampicin resistance protein) (UDP-3-O-(3-hydroxytetradecanoyl)glucosamine N-acyltransferase)	5 out of 5	lipid A biosynthetic process [GO:0009245]; response to antibiotic [GO:0046677]	ecj:JW0174;eco:b0179;	PF00132;PF14602;PF04613;	AAC73290;BAA77854;	EcoCyc:UDPHYDROXYMYRGLUCOSAMNACETYLTRANS-MONO;ECOL316407:JW0174-MONOMER;MetaCyc:UDPHYDROXYMYRGLUCOSAMNACETYLTRANS-MONO;
P69739	hyaA b0972 JW0954	Hydrogenase-1 small chain (HYD1) (EC 1.12.99.6) (Membrane-bound hydrogenase 1 small subunit) (NiFe hydrogenase)	5 out of 5	anaerobic respiration [GO:0009061]; fermentation [GO:0006113]	ecj:JW0954;eco:b0972;	PF14720;PF01058;	AAC74057;BAA35737;	EcoCyc:HYAA-MONOMER;ECOL316407:JW0954-MONOMER;MetaCyc:HYAA-MONOMER;
P76141	lsrR ydeW b1512 JW1505	Transcriptional regulator LsrR	4 out of 5	regulation of DNA-templated transcription, initiation [GO:2000142]; response to heat [GO:0009408]; transcription, DNA-templated [GO:0006351]	ecj:JW1505;eco:b1512;	PF04198;	AAC74585;BAA15192;	EcoCyc:G6799-MONOMER;ECOL316407:JW1505-MONOMER;
P37637	mdtF yhiV b3514 JW3482	Multidrug resistance protein MdtF	5 out of 5	bile acid and bile salt transport [GO:0015721]; drug transmembrane transport [GO:0006855]; response to antibiotic [GO:0046677]; response to toxic substance [GO:0009636]; xenobiotic detoxification by transmembrane export across the plasma membrane [GO:1990961]	ecj:JW3482;eco:b3514;	PF00873;	AAC76539;BAE77780;	EcoCyc:YHIV-MONOMER;ECOL316407:JW3482-MONOMER;MetaCyc:YHIV-MONOMER;
P0A9F9	metR b3828 JW3804	HTH-type transcriptional regulator MetR	3 out of 5	methionine biosynthetic process [GO:0009086]; regulation of transcription, DNA-templated [GO:0006355]	ecj:JW3804;eco:b3828;	PF00126;PF03466;	AAC76831;BAE77473;	EcoCyc:PD03938;ECOL316407:JW3804-MONOMER;
A5A616	mgtS yneM b4599 JW1527.1	Small protein MgtS	5 out of 5	cellular response to magnesium starvation [GO:0010350]	eco:b4599;		ABP93445;	EcoCyc:MONOMER0-766;
P77245	murR yfeT b2427 JW2420	HTH-type transcriptional regulator MurR (MurPQ operon repressor)	4 out of 5	carbohydrate metabolic process [GO:0005975]; N-acetylmuramic acid catabolic process [GO:0097173]; negative regulation of transcription, DNA-templated [GO:0045892]; regulation of carbohydrate catabolic process [GO:0043470]; regulation of transcription, DNA-templated [GO:0006355]	ecj:JW2420;eco:b2427;	PF01418;PF01380;	AAC75480;BAA16310;	EcoCyc:G7262-MONOMER;ECOL316407:JW2420-MONOMER;
P0A752	nadD ybeN b0639 JW0634	Nicotinate-nucleotide adenylyltransferase (EC 2.7.7.18) (Deamido-NAD(+) diphosphorylase) (Deamido-NAD(+) pyrophosphorylase) (Nicotinate mononucleotide adenylyltransferase) (NaMN adenylyltransferase)	4 out of 5	'de novo' NAD biosynthetic process from aspartate [GO:0034628]; NAD biosynthetic process [GO:0009435]; NAD salvage [GO:0034355]	ecj:JW0634;eco:b0639;	PF01467;	AAC73740;BAA35286;	EcoCyc:NICONUCADENYLYLTRAN-MONOMER;ECOL316407:JW0634-MONOMER;MetaCyc:NICONUCADENYLYLTRAN-MONOMER;
P0AF26	narJ b1226 JW1217	Nitrate reductase molybdenum cofactor assembly chaperone NarJ (Redox enzyme maturation protein NarJ)	4 out of 5	chaperone-mediated protein complex assembly [GO:0051131]; nitrate assimilation [GO:0042128]	ecj:JW1217;eco:b1226;	PF02613;	AAC74310;BAA36096;	EcoCyc:NARJ-MONOMER;ECOL316407:JW1217-MONOMER;
P0AB85	apbE yojK yojL b2214 JW5368	FAD:protein FMN transferase (EC 2.7.1.180) (Flavin transferase)	5 out of 5	protein flavinylation [GO:0017013]	ecj:JW5368;eco:b2214;	PF02424;	AAC75274;BAA15997;	EcoCyc:EG12073-MONOMER;ECOL316407:JW5368-MONOMER;
P0ABB0	atpA papA uncA b3734 JW3712	ATP synthase subunit alpha (EC 7.1.2.2) (ATP synthase F1 sector subunit alpha) (F-ATPase subunit alpha)	5 out of 5	ATP synthesis coupled proton transport [GO:0015986]	ecj:JW3712;eco:b3734;	PF00006;PF00306;PF02874;	AAC76757;BAE77554;	EcoCyc:ATPA-MONOMER;ECOL316407:JW3712-MONOMER;MetaCyc:ATPA-MONOMER;
P0AC02	bamD yfiO b2595 JW2577	Outer membrane protein assembly factor BamD	5 out of 5	Gram-negative-bacterium-type cell outer membrane assembly [GO:0043165]; protein insertion into membrane [GO:0051205]	ecj:JW2577;eco:b2595;	PF13525;	AAC75644;BAA16480;	EcoCyc:G7352-MONOMER;ECOL316407:JW2577-MONOMER;
P07364	cheR cheX b1884 JW1873	Chemotaxis protein methyltransferase (EC 2.1.1.80)	4 out of 5	chemotaxis [GO:0006935]; protein methylation [GO:0006479]	ecj:JW1873;eco:b1884;	PF01739;PF03705;	AAC74954;BAA15700;	EcoCyc:CHER-MONOMER;ECOL316407:JW1873-MONOMER;MetaCyc:CHER-MONOMER;
P0A6K1	dapF b3809 JW5592	Diaminopimelate epimerase (DAP epimerase) (EC 5.1.1.7) (PLP-independent amino acid racemase)	5 out of 5	lysine biosynthetic process via diaminopimelate [GO:0009089]	ecj:JW5592;eco:b3809;	PF01678;	AAC76812;BAE77491;	EcoCyc:DIAMINOPIMEPIM-MONOMER;ECOL316407:JW5592-MONOMER;MetaCyc:DIAMINOPIMEPIM-MONOMER;
P15877	gcd b0124 JW0120	Quinoprotein glucose dehydrogenase (EC 1.1.5.2) (Glucose dehydrogenase [pyrroloquinoline-quinone])	5 out of 5		ecj:JW0120;eco:b0124;	PF01011;	AAC73235;BAB96699;	EcoCyc:GLUCDEHYDROG-MONOMER;ECOL316407:JW0120-MONOMER;MetaCyc:GLUCDEHYDROG-MONOMER;
P0A9S1	fucO b2799 JW2770	Lactaldehyde reductase (EC 1.1.1.77) (Propanediol oxidoreductase)	5 out of 5	glycol catabolic process [GO:0042846]; L-fucose catabolic process [GO:0042355]; propanediol metabolic process [GO:0051143]; rhamnose catabolic process [GO:0019301]	ecj:JW2770;eco:b2799;	PF00465;	AAC75841;BAE76871;	EcoCyc:LACTALDREDUCT-MONOMER;ECOL316407:JW2770-MONOMER;MetaCyc:LACTALDREDUCT-MONOMER;
P0AER5	gltK b0653 JW0648	Glutamate/aspartate import permease protein GltK	4 out of 5	amino acid transport [GO:0006865]; toxin transport [GO:1901998]	ecj:JW0648;eco:b0653;	PF00528;	AAC73754;BAA35305;	EcoCyc:GLTK-MONOMER;ECOL316407:JW0648-MONOMER;MetaCyc:GLTK-MONOMER;
P23524	garK yhaD b3124 JW3093	Glycerate 2-kinase (EC 2.7.1.165) (Glycerate kinase 1) (GK1)	3 out of 5	D-glucarate catabolic process [GO:0042838]; galactarate catabolic process [GO:0046392]; organic acid phosphorylation [GO:0031388]	ecj:JW3093;eco:b3124;	PF02595;	AAC76158;BAE77171;	EcoCyc:GKI-MONOMER;ECOL316407:JW3093-MONOMER;MetaCyc:GKI-MONOMER;
P27305	gluQ yadB b0144 JW5892	Glutamyl-Q tRNA(Asp) synthetase (Glu-Q-RSs) (EC 6.1.1.-)	5 out of 5	glutamyl-tRNA aminoacylation [GO:0006424]; tRNA wobble base modification [GO:0002097]	ecj:JW5892;eco:b0144;	PF00749;	AAC73255;BAB96721;	EcoCyc:EG11362-MONOMER;ECOL316407:JW5892-MONOMER;MetaCyc:EG11362-MONOMER;
P75798	gsiC yliC b0831 JW0815	Glutathione transport system permease protein GsiC	3 out of 5	glutathione transmembrane transport [GO:0034775]	ecj:JW0815;eco:b0831;	PF00528;	AAC73918;BAA35526;	EcoCyc:YLIC-MONOMER;ECOL316407:JW0815-MONOMER;MetaCyc:YLIC-MONOMER;
P60546	gmk spoR b3648 JW3623	Guanylate kinase (EC 2.7.4.8) (GMP kinase)	4 out of 5		ecj:JW3623;eco:b3648;	PF00625;	AAC76672;BAE77645;	EcoCyc:GUANYL-KIN-MONOMER;ECOL316407:JW3623-MONOMER;MetaCyc:GUANYL-KIN-MONOMER;
P0AC81	gloA b1651 JW1643	Lactoylglutathione lyase (EC 4.4.1.5) (Aldoketomutase) (Glyoxalase I) (Glx I) (Ketone-aldehyde mutase) (Methylglyoxalase) (S-D-lactoylglutathione methylglyoxal lyase)	5 out of 5	methylglyoxal catabolic process to D-lactate via S-lactoyl-glutathione [GO:0019243]; response to toxic substance [GO:0009636]	ecj:JW1643;eco:b1651;	PF00903;	AAC74723;BAE76494;	EcoCyc:GLYOXI-MONOMER;ECOL316407:JW1643-MONOMER;MetaCyc:GLYOXI-MONOMER;
P00803	lepB b2568 JW2552	Signal peptidase I (SPase I) (EC 3.4.21.89) (Leader peptidase I)	5 out of 5	protein processing [GO:0016485]; proteolysis [GO:0006508]; signal peptide processing [GO:0006465]	ecj:JW2552;eco:b2568;	PF00717;PF10502;	AAC75621;BAE76744;	EcoCyc:EG10530-MONOMER;ECOL316407:JW2552-MONOMER;MetaCyc:EG10530-MONOMER;
P37758	narU yddF b1469 JW1464	Nitrate/nitrite transporter NarU (Nitrite extrusion protein 2) (Nitrite facilitator 2)	5 out of 5	nitrate assimilation [GO:0042128]; nitrate transport [GO:0015706]; nitrite transport [GO:0015707]	ecj:JW1464;eco:b1469;	PF07690;	AAD13433;BAA15118;	EcoCyc:NARU-MONOMER;ECOL316407:JW1464-MONOMER;MetaCyc:NARU-MONOMER;
P0AAL3	napG yojA yojB b2205 JW2193	Ferredoxin-type protein NapG (Ubiquinol--[NapC cytochrome c] reductase NapG subunit)	4 out of 5	oxidation-reduction process [GO:0055114]	ecj:JW2193;eco:b2205;	PF12800;PF12838;	AAC75265;BAE76668;	EcoCyc:NAPG-MONOMER;ECOL316407:JW2193-MONOMER;MetaCyc:NAPG-MONOMER;
P0A9I5	napD yojF b2207 JW2195	Chaperone NapD (NapA signal peptide-binding chaperone NapD)	4 out of 5	negative regulation of protein transport [GO:0051224]	ecj:JW2195;eco:b2207;	PF03927;	AAC75267;BAA15990;	EcoCyc:NAPD-MONOMER;ECOL316407:JW2195-MONOMER;MetaCyc:NAPD-MONOMER;
P11458	nadA nicA b0750 JW0733	Quinolinate synthase A (EC 2.5.1.72)	5 out of 5	'de novo' NAD biosynthetic process from aspartate [GO:0034628]	ecj:JW0733;eco:b0750;	PF02445;	AAC73837;BAA35409;	EcoCyc:QUINOLINATE-SYNTHA-MONOMER;ECOL316407:JW0733-MONOMER;MetaCyc:QUINOLINATE-SYNTHA-MONOMER;
P08203	araD b0061 JW0060	L-ribulose-5-phosphate 4-epimerase AraD (EC 5.1.3.4) (Phosphoribulose isomerase)	5 out of 5	L-arabinose catabolic process to xylulose 5-phosphate [GO:0019569]; L-lyxose metabolic process [GO:0019324]; pentose catabolic process [GO:0019323]; protein homotetramerization [GO:0051289]	ecj:JW0060;eco:b0061;	PF00596;	AAC73172;BAB96630;	EcoCyc:RIBULPEPIM-MONOMER;ECOL316407:JW0060-MONOMER;MetaCyc:RIBULPEPIM-MONOMER;
P23908	argE b3957 JW3929	Acetylornithine deacetylase (AO) (Acetylornithinase) (EC 3.5.1.16) (N-acetylornithinase) (NAO)	5 out of 5	arginine biosynthetic process [GO:0006526]	ecj:JW3929;eco:b3957;	PF07687;PF01546;	AAC76939;BAE77354;	EcoCyc:ACETYLORNDEACET-MONOMER;ECOL316407:JW3929-MONOMER;MetaCyc:ACETYLORNDEACET-MONOMER;
P45758	gspD yheF b3325 JW5707	Putative secretin GspD (Putative general secretion pathway protein D) (Putative type II secretion system protein D) (T2SS protein D)	4 out of 5	protein secretion [GO:0009306]; protein secretion by the type II secretion system [GO:0015628]	ecj:JW5707;eco:b3325;	PF00263;PF03958;	AAC76350;BAE77966;	EcoCyc:G7703-MONOMER;ECOL316407:JW5707-MONOMER;MetaCyc:G7703-MONOMER;
P0ACB7	hemY b3802 JW3774	Protein HemY	3 out of 5	heme metabolic process [GO:0042168]; porphyrin-containing compound biosynthetic process [GO:0006779]	ecj:JW3774;eco:b3802;	PF07219;PF07719;	AAC76805;BAE77499;	EcoCyc:EG10434-MONOMER;ECOL316407:JW3774-MONOMER;
P36553	hemF b2436 JW2429	Oxygen-dependent coproporphyrinogen-III oxidase (CPO) (Coprogen oxidase) (Coproporphyrinogenase) (EC 1.3.3.3)	5 out of 5	heme biosynthetic process [GO:0006783]; protoporphyrinogen IX biosynthetic process [GO:0006782]	ecj:JW2429;eco:b2436;	PF01218;	AAC75489;BAA16319;	EcoCyc:COPROGENOXI-MONOMER;ECOL316407:JW2429-MONOMER;MetaCyc:COPROGENOXI-MONOMER;
P60757	hisG b2019 JW2001	ATP phosphoribosyltransferase (ATP-PRT) (ATP-PRTase) (EC 2.4.2.17)	4 out of 5	histidine biosynthetic process [GO:0000105]	ecj:JW2001;eco:b2019;	PF01634;PF08029;	AAC75080;BAA15850;	EcoCyc:ATPPHOSRIBOSTRANS-MONOMER;ECOL316407:JW2001-MONOMER;MetaCyc:ATPPHOSRIBOSTRANS-MONOMER;
P0AAM3	hypC b2728 JW2698	Hydrogenase maturation factor HypC (Chaperone-type protein HypC) (Hydrogenase accessory chaperone HypC)	5 out of 5	protein maturation [GO:0051604]	ecj:JW2698;eco:b2728;	PF01455;	AAC75770;BAE76805;	EcoCyc:EG10485-MONOMER;ECOL316407:JW2698-MONOMER;
P24193	hypE b2730 JW2700	Carbamoyl dehydratase HypE (EC 4.2.1.-) (Hydrogenase maturation factor HypE)	4 out of 5	peptidyl-S-carbamoyl-L-cysteine dehydration [GO:0046892]; protein maturation [GO:0051604]	ecj:JW2700;eco:b2730;	PF00586;PF02769;	AAC75772;BAE76807;	EcoCyc:EG10487-MONOMER;ECOL316407:JW2700-MONOMER;MetaCyc:EG10487-MONOMER;
P16431	hycE hevE b2721 JW2691	Formate hydrogenlyase subunit 5 (FHL subunit 5) (Hydrogenase-3 component E)	3 out of 5		ecj:JW2691;eco:b2721;	PF00329;PF00346;PF00374;	AAC75763;BAE76798;	EcoCyc:HYCELARGE-MONOMER;ECOL316407:JW2691-MONOMER;MetaCyc:HYCELARGE-MONOMER;
P39344	idnT gntW yjgT b4265 JW4222	Gnt-II system L-idonate transporter (L-Ido transporter) (5-keto-D-gluconate transporter)	5 out of 5	carbohydrate transport [GO:0008643]; D-gluconate metabolic process [GO:0019521]; gluconate transmembrane transport [GO:0035429]; L-idonate catabolic process [GO:0046183]; L-idonate transmembrane transport [GO:0015726]	ecj:JW4222;eco:b4265;	PF02447;	AAC77222;BAE78262;	EcoCyc:YJGT-MONOMER;ECOL316407:JW4222-MONOMER;MetaCyc:YJGT-MONOMER;
P0CF92	insL2 b0582 JW0572	Putative transposase InsL for insertion sequence element IS186B	2 out of 5	transposition, DNA-mediated [GO:0006313]	ecj:JW0572;eco:b0016;eco:b0582;eco:b2394;	PF01609;	AAC73683;BAA35223;	EcoCyc:MONOMER0-4232;
P0CE50	insH2 b0552 JW0540	Transposase InsH for insertion sequence element IS5B	2 out of 5	transposition, DNA-mediated [GO:0006313]	ecj:JW0540;eco:b0259;eco:b0552;eco:b0656;eco:b1331;eco:b2030;eco:b2192;eco:b2982;eco:b3218;eco:b3505;	PF01609;PF05598;	AAC73653;BAE76328;	EcoCyc:MONOMER0-4234;
C1P619	ilvX b4669 JW3740.1	Uncharacterized protein IlvX	1 out of 5		eco:b4669;		ACO60011;	EcoCyc:MONOMER0-2868;
P0CF29	insB6 b3445 JW3409	Insertion element IS1 6 protein InsB (IS1e)	2 out of 5	transposition, DNA-mediated [GO:0006313]	ecj:JW3409;eco:b0021;eco:b1893;eco:b3445;	PF03400;	AAC76470;BAE77848;	EcoCyc:MONOMER0-4450;
P30015	lhr rhlF b1653 JW1645	Probable ATP-dependent helicase lhr (EC 3.6.4.-) (Large helicase-related protein)	2 out of 5		ecj:JW1645;eco:b1653;	PF00270;PF08494;PF00271;	AAC74725;BAA15419;	EcoCyc:EG11548-MONOMER;ECOL316407:JW1645-MONOMER;
